,name,studio,theme,tags,source,rating,year,synopsis,demographic,status,eps,eps_avg_duration_in_min,rated_by
717,Haunted Junction,Studio Deen,School,"Comedy, Supernatural",Manga,6.72,1997.0,"Saito High is a high school with its spiritual beings and a principal whose hobby is collecting occult paraphernalia. The school has the prophecy-chosen members of the Holy Student Council to protect it. These students have problems of their own; Haruto Houjo, the president, has a way of summoning spirits, and would resign from his duty for a normal life if it weren't for the principal. Kazumi Ryodo, the next member, is good at being possessed and has something for the Hanako. The last member is Mutsuki Asahina, who is a master of exorcism and is attracted to small boys. Unfortunately, these three are in charge of keeping the school in line and defending the world from supernatural beings, and this mission brings them through wacky predicaments.

(Source: ANN)





StudioStudio Deen

SourceManga

ThemeSchool
DemographicShounen",Shounen,Finished,12.0,24.0,4.1K
718,Tekken Chinmi,Production Reed,"Historical, Martial Arts","Action, Adventure",Manga,7.24,1988.0,"Chinmi is a young Chinese boy devoted to martial arts training. Word of his skill reaches the kung-fu masters at the famous Dailin temple who invite him to study with them. Through his own dedication and the guidance of his teachers, Chinmi becomes one of the top students at the temple. Eventually, the time comes for him to leave Dailin and make a pilgrimage. On his journey he faces a number of dangers that test his skills, but he also meets many people who inspire him in different ways. A chastened but determined Chinmi returns to Dailin for advanced training. But soon his skills are needed again—the Mongol hordes are nearing the temple.

(Source: ANN)





StudioProduction Reed

SourceManga

ThemesHistoricalMartial Arts
DemographicShounen",Shounen,Finished,20.0,24.0,4.0K
719,Moero! Top Striker,Nippon Animation,Team Sports,"Action, Sports",,6.68,1991.0,"Hikaru Kicker is a 13-year-old boy who loves football. He has grown up playing with a football at all times ever since his father's friend gave him one when he was still only a baby.

Hikaru goes to Italy to learn the sport. He first joins a strong team at Genova, but soon quits this team to join an extremely weak team named ""Columbus"" with his female friend Anna.

Experiencing many hardships and difficulties, their team gradually becomes stronger and stronger, and finally they defeat Margerita, one of the strongest soccer teams in Genova.

Soon Hikaru hears that Genova will stage its first soccer tournament. Throughout the tournament, Hikaru and his teammates confront many rivals and develop increasing maturity.

Can Hikaru score a goal and which team will win the championship?

(Source: Nippon Animation)





StudioNippon Animation

Source

ThemeTeam Sports
DemographicShounen",Shounen,Finished,49.0,24.0,4.0K
720,IGPX: Immortal Grand Prix,Bee Train,Mecha,"Sci-Fi, Sports",Original,6.55,2003.0,"In the year 2035, Team Suzaku and Team Sledge Mamma are preparing to meet in the final round of the 12th Immortal Grand-1 Prix (IG1 or IGPX). Takeshi leads Team Suzaku, which is made up of a group of young amateur pilots who must make the most of their limited funds and weaponry in order to prepare for the competition designed for professionals.

This series served as the pilot to the full IGPX: Immortal Grand Prix, each episode is only 5 minutes long or less. A key difference between the two is that this series featured combat mecha competition rather than racing mecha.





StudiosBee TrainProduction I.G

SourceOriginal

ThemeMecha
DemographicShounen",Shounen,Finished,5.0,5.0,4.0K
721,Dan Doh!!,Tokyo Kids,Shounen,"Adventure, Sports",Manga,6.66,2004.0,"Dandoh was playing a baseball game with friends Yuka and Kohei and hits a wild fly ball which crashes into the principal's potted plants. Rather than getting mad, the principal admires Dandoh's swing and introduces him to the world of golf. It's now an adventure in golf as Dandoh is under the watchful eye of a former pro-golfer. They enter a tournament together and play for a shot at the national championships.

(Source: ANN)





StudioTokyo Kids

SourceManga

DemographicShounen",Shounen,Finished,26.0,24.0,3.9K
722,Densetsu no Yuusha Da Garn,Sunrise,Mecha,Sci-Fi,,7.14,1992.0,"One day, the Earth was assaulted by a space pirate, Orbus. He aimed at Planet Energy, the life energy of the Earth. If several Release Points, where the Planet Energy concentrated, were attacked at once, the Earth would explode.
When the first attack was made, Takasugi Seiji escaped into an old temple with his girl friend Kosaka Hikaru. Then, he received, Orin, a token of the leader of the Earth guardians, from the conscience of the Earth. By the power of Orin, the patrol car was turned into a Robot, Da Garn. 

(Source: AnimeNfo)





StudioSunrise

Source

ThemeMecha
DemographicShounen",Shounen,Finished,46.0,24.0,3.8K
723,Metal Fighter Miku,J.C.Staff,Combat Sports,"Comedy, Sci-Fi, Sports",Original,6.14,1994.0,"In the near future, the sports world is dominated by Neo Wrestling, a new spectacle in which Metal Fighters challenge each other to be named champion. 

The story follows the girls of the Pretty Four; Miku, Ginko, Sayaka, and Nana, as they face off against the current champions, Team Sapphire. With a burnt out drunk named Eiichi Suo for a coach the girls must not only contend with problems in the arena but also unforseen circumstances that arise in day to day life. Only through protecting their friends, understanding their enemies, and eventually challenging their idol Aquamarine, can Miku and the girls understand Eiichi's purpose and the shady secrets behind Neo Wrestling.

(Source: ANN)





StudioJ.C.Staff

SourceOriginal

ThemeCombat Sports
DemographicShounen",Shounen,Finished,13.0,25.0,3.8K
724,Omishi Mahou Gekijou: Risky★Safety,APPP,Shounen,Comedy,Manga,6.62,1999.0,"An apprentice shinigami (Japanese Death God), Risky, is determined to take Moe's life. However, Risky is magically joined with an apprentice angel, Safety, so Risky turns into Safety whenever someone says something nice. As an apprentice shinigami can only take someone's life when that person is really depressed, Risky has quite a problem taking Moe's soul, while dealing with Safety, who often cheers Moe up.

(Source: ANN)





StudioAPPP

SourceManga

DemographicShounen",Shounen,Finished,24.0,10.0,3.7K
725,Dokidoki♡Densetsu: Mahoujin Guruguru,Nippon Animation,Shounen,"Adventure, Comedy, Fantasy",Manga,7.15,2000.0,"Join the new legend of Guruguru, where Nike, the reluctant hero, and Kukuri, the innocent heroine, return to save the world. The magical adventure that unfolds, with its unique monsters and eccentric characters, is sure to draw you into this curious and exciting realm.

To save the world from evil King Giri, Kukuri must locate the monsters in each territory and win them, one by one, over to her side. Meanwhile Nike's task is to be recognized by the Four Kings of Nature and collect their swords. These swords are known as the ""Sword of Wind,"" the ""Sword of Water,"" the ""Sword of Earth"" and the ""Sword of Fire.""

Can Nike and Kukuri truly become hero and heroine? Follow their journey and find out!

(Source: AniDB)





StudioNippon Animation

SourceManga

DemographicShounen",Shounen,Finished,38.0,23.0,3.7K
726,Transformers: The☆Headmasters,Toei Animation,"Mecha, Space","Action, Adventure, Sci-Fi",Other,6.43,1987.0,"Headmasters starts with Galvatron leading a new batch of Destrons to wage war on Cybertron, the Destron Headmasters. The Cybertrons are rescued by the arrival of the Cybertron Headmasters, led by Fortress (Cerebros, the head of Fortress Maximus). It is revealed that Fortress Maximus left Cybertron millions of years ago in search of energy, and have finally managed to come home. He explains that the Headmasters are from a planet called Master; the human-sized robots who live there built themselves Transformers-sized bodies. They can then transform themselves into the heads of the robots, and have now joined the Cybertron-Destron war.

(Source: ANN) 





StudioToei Animation

SourceOther

ThemesMechaSpace
DemographicShounen",Shounen,Finished,35.0,23.0,3.6K
727,Dororon Enma-kun,Toei Animation,Mythology,"Comedy, Fantasy, Horror, Supernatural",Manga,6.18,1973.0,"Monsters are coming to the human world from the Hell in order to get human spirits. As people's minds are getting dirty, being attracted by the dirty spirits, the monsters break the rule to go to the human world.

Tsutomu, a boy who goes to Yokai Elementary School, is suddenly assaulted by monsters. Those who save him from the monsters are Enma-kun, the son of Enma, Yukiko, a snow woman, and Kapaeru. They are members of Monster Patrol that are sent to the human world to arrest monsters.

(Source: AnimeNfo)





StudioToei Animation

SourceManga

ThemeMythology
DemographicShounen",Shounen,Finished,25.0,24.0,3.6K
728,Miyuki,Kitty Film Mitaka Studio,School,Romance,Manga,6.7,1983.0,"Wakamatsu Masato lives with his step-sister, Miyuki, whom he does not have blood relationship with. Their father is always working oversea and left the two of them living by themselves in Toukyou. Miyuki is cute, nice, sensitive and very popular among guys around Masato. Masato has a girlfriend at school whose name is Kajima Miyuki, who is pretty and gentle, the ideal dream of every highschool boy.

(Source: AnimeNfo)





StudioKitty Film Mitaka Studio

SourceManga

ThemeSchool
DemographicShounen",Shounen,Finished,37.0,25.0,3.6K
729,Cardfight!! Vanguard: Shinemon-hen,OLM,Strategy Game,Action,Original,6.62,2019.0,"This is the story of ""Shinemon Nitta"", the future manager of Card Capital.

10 years before the reunion of Aichi Sendou and Toshiki Kai, the card shop run by the Tokura family ""Card Capital"" was going out of business. Then came the attempt to take over the store by Esuka Hibino, the owner of a major card shop.

In order to protect Card Capital, Shinemon Nitta stands up as the ""Self-proclaimed Manager!""

(Source: Cardfight!! Vanguard Wiki)





StudioOLM

SourceOriginal

ThemeStrategy Game
DemographicShounen",Shounen,Finished,31.0,23.0,3.5K
730,Red Baron,Tokyo Movie Shinsha,"Martial Arts, Mecha","Action, Sci-Fi, Sports",Other,7.09,1994.0,"In the future, the ""Metal Fight"" games are the most popular televised sport in the world and many robot contestants compete for the title of Best Metal Fighter in the World. Kurenai Ken, along with teammate Saeba Shoko (who was, at first, adamant), pilots the Super Robot Fighter, Red Baron and enters the contest with dreams of becoming its champion. He must, however, face an army of other rivals from around the world including Kaizer (who is, in fact, Shoko's supposedly ""lost"" father, Tetsuo Saeba), the Tetsumen Tou (""Iron Fist"" - a reference to the original Red Baron TV series) doctors, Tiger and ShinRon.

(Source: Wikipedia)





StudioTokyo Movie Shinsha

SourceOther

ThemesMartial ArtsMecha
DemographicShounen",Shounen,Finished,49.0,24.0,3.5K
731,Shin Tennis no Ouji-sama: U-17 World Cup,M.S.C,School,Sports,Manga,,2022.0,"Sequel to Shin Tennis no Ouji-sama OVA vs. Genius 10.





StudiosM.S.CStudio Kai

SourceManga

ThemeSchool
DemographicShounen",Shounen,Not,,,3.5K
